0.52144204 0.5033504 0.4765048
0.55045102 0.4765048 0.4563706
0.55657714 0.4563706 0.4429478
0.56882938 0.4429478 0.429525
0.57243298 0.429525 0.429525
0.55207264 0.429525 0.4563706
0.51225286 0.4563706 0.496639
0.4569376 0.496639 0.563753
0.38342416 0.563753 0.6241556
0.2992801 0.6241556 0.697981
0.23333422 0.697981 0.7516722
0.2154964 0.7516722 0.7516722
0.25477564 0.7516722 0.7248266
0.34270348 0.7248266 0.6778468
0.4037845 0.6778468 0.630867
0.45459526 0.630867 0.5838872
0.50522584 0.5838872 0.5100618
0.5677483 0.5100618 0.4496592
0.62828878 0.4496592 0.4026794
0.64540588 0.4026794 0.3758338
0.6470275 0.3758338 0.3489882
0.64991038 0.3489882 0.328854
0.66720766 0.328854 0.295297
0.71693734 0.295297 0.2416058
0.8091895 0.2416058 0.1879146
0.84540568 0.1879146 0.1543576
0.83783812 0.1543576 0.1342234
0.82558588 0.1342234 0.127512
0.81945976 0.127512 0.127512
0.80774806 0.127512 0.1342234
0.77909944 0.1342234 0.1677804
0.7172977 0.1677804 0.228183
0.6317122 0.228183 0.295297
0.5542348 0.295297 0.3691224
0.5100907 0.3691224 0.4161022
0.50522584 0.4161022 0.4228136
0.54900958 0.4228136 0.4093908
0.6055861 0.4093908 0.3758338
0.6623428 0.3758338 0.295297
0.74324362 0.295297 0.1812032
0.9704506 0.1812032 0.093955
1.00000012 0.093955 0.0134182
0.99603616 0.0134182 0
0.93675694 0 0.026841
0.83693722 0.026841 0.0872436
0.7569373 0.0872436 0.1476462
0.70810852 0.1476462 0.1744918
0.71261302 0.1744918 0.1812032
0.77909944 0.1812032 0.1543576
0.8326129 0.1543576 0.1073778
0.85387414 0.1073778 0.1073778
0.8163967 0.1073778 0.1677804
0.5857663 0.1677804 0.2550286
0.51135196 0.2550286 0.3355654
0.49099162 0.3355654 0.395968
0.51891952 0.395968 0.4026794
0.61027078 0.4026794 0.3758338
0.67297342 0.3758338 0.328854
0.69585628 0.328854 0.3020084
0.6974779 0.3020084 0.2818742
0.68973016 0.2818742 0.2684514
0.69135178 0.2684514 0.2550286
0.70973014 0.2550286 0.2483172
0.71585626 0.2483172 0.2416058
0.69783826 0.2416058 0.2483172
0.65387434 0.2483172 0.2751628
0.6010816 0.2751628 0.3154312
0.5353159 0.3154312 0.3825452
0.4389196 0.3825452 0.4832162
0.2947756 0.4832162 0.5905986
0.20991082 0.5905986 0.697981
0.16522618 0.697981 0.7583836
0.1605415 0.7583836 0.798652
0.22702792 0.798652 0.7852292
0.31928008 0.7852292 0.7382494
0.3866674 0.7382494 0.697981
0.41171242 0.697981 0.6577126
0.38540614 0.6577126 0.6577126
0.3163972 0.6577126 0.7248266
0.19819912 0.7248266 0.7785178
0.1515325 0.7785178 0.832209
0.14864962 0.832209 0.8590546
0.17477572 0.8590546 0.8590546
0.22378468 0.8590546 0.8389204
0.27297382 0.8389204 0.8120748
0.32234314 0.8120748 0.765095
0.39495568 0.765095 0.697981
0.4965772 0.697981 0.6107328
0.63135184 0.6107328 0.5100618
0.65927974 0.5100618 0.4362364
0.6569374 0.4362364 0.4026794
0.67063108 0.4026794 0.362411
0.69423466 0.362411 0.328854
0.70522564 0.328854 0.3221426
0.67927972 0.3221426 0.362411
0.5965771 0.362411 0.4161022
0.4749556 0.4161022 0.4563706
0.43279348 0.4563706 0.496639
0.43747816 0.496639 0.5234846
0.46180246 0.5234846 0.5369074
0.46973038 0.5369074 0.5436188
0.45567634 0.5436188 0.5503302
0.4434241 0.5503302 0.5503302
0.44810878 0.5503302 0.5503302
0.48810874 0.5503302 0.5167732
0.53513572 0.5167732 0.496639
0.5488294 0.496639 0.4899276
0.50774836 0.4899276 0.5234846
0.41315386 0.5234846 0.6040214
0.28414498 0.6040214 0.7248266
0.0794605 0.7248266 0.832209
0.02198308 0.832209 0.9261686
0 0.9261686 0.9798598
0.0371182 0.9798598 0.966437
0.1668478 0.966437 0.9261686
0.24684772 0.9261686 0.8590546
0.29459542 0.8590546 0.8053634
0.3254062 0.8053634 0.7583836
0.33153232 0.7583836 0.7248266
0.3299107 0.7248266 0.697981
0.345226 0.697981 0.6778468
0.39135208 0.6778468 0.6510012
0.41441512 0.6510012 0.630867
0.44054122 0.630867 0.5905986
0.48937 0.5905986 0.5436188
0.56198254 0.5436188 0.4832162
0.64090138 0.4832162 0.4026794
0.7209013 0.4026794 0.3355654
0.77891926 0.3355654 0.2550286
0.80396428 0.2550286 0.2147602
0.79261294 0.2147602 0.194626
0.7569373 0.194626 0.2080488
0.66828874 0.2080488 0.2416058
0.60612664 0.2416058 0.2818742
0.59333386 0.2818742 0.3221426
0.59333386 0.3221426 0.3422768
0.60324376 0.3422768 0.3556996
0.62396446 0.3556996 0.3422768
0.651532 0.3422768 0.328854
0.66828874 0.328854 0.3221426
0.66378424 0.3221426 0.3087198
0.6317122 0.3087198 0.3221426
